Site ID,Visit Date,Visit Type,Summary
DC14106,05/08/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC25426,No visit found in database.,,
DC12280,12/10/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC1168,11/25/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14602,04/24/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC320,03/06/2014,PUBLIC HEALTH SANITATION INSPECTION,"Appropriate and clean cots, linens and other sleeping arrangements not provided by child care service at time of inspection."
DC2923,01/16/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC21234,06/02/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC15225,01/17/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC18116,04/10/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC308,03/25/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC21934,03/10/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC22429,05/20/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC22401,05/20/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC11749,12/04/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined/observed that food service worker not provided with appropriate food thermometer during food prep.
DC229,01/29/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC25982,No visit found in database.,,
DC22952,No visit found in database.,,
DC21601,11/19/2013,PUBLIC HEALTH SANITATION INSPECTION,Criminal and child abuse screening documentation not submitted during application process.
DC21606,10/23/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC11765,02/26/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC23130,No visit found in database.,,
DC25239,05/23/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2684,02/07/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22936,04/02/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC11780,12/13/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1983,11/14/2013,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC22832,05/02/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hallways and other means of egress were observed obstructed and impassable.
DC401,03/06/2014,PUBLIC HEALTH SANITATION INSPECTION,Required smoke and carbon monoxide detectors not provided or maintained at time of inspection.
DC22602,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20798,03/05/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC21856,04/04/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,All teachers have not received training in infectious disease control and reporting.
DC1157,03/10/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC14141,04/25/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC18357,02/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2022,05/14/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC15136,02/20/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC10763,10/31/2013,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC981,02/28/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to conduct business and employment reference checks of staff/volunteers.
DC817,04/09/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC188,02/20/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC93,03/28/2014,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC336,02/11/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC25338,No visit found in database.,,
DC20108,05/28/2014,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC21654,05/28/2014,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC14097,04/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC17886,04/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to designate/identify a qualified Education Director.
DC25981,03/18/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC23155,03/19/2014,PUBLIC HEALTH SANITATION INSPECTION,"Food served is determined not to be from an approved source or in compliance with federal, state and/or local requirements at time of inspection."
DC2982,05/15/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC12281,05/15/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2087,02/26/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.
DC18398,02/25/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC19001,04/29/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20647,03/26/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21774,05/15/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC21893,05/06/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service Educational Director failed to arrange and verify in-service training for staff; documentation not maintained or not available.
DC1675,03/27/2014,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC14250,02/20/2014,PUBLIC HEALTH SANITATION INSPECTION,Required food protection procedures were not implemented at time of inspection. Holder of food protection certificate was not on site during hours of food preparation activity.
DC14357,12/09/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC2406,04/03/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC3059,02/04/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was observed in the child care service that a bathroom/closet or other enclosed space has a locking mechanism solely operable from inside the space.
DC2261,03/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC1294,05/12/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.
DC10735,05/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22799,05/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC3044,05/16/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC14239,11/13/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1153,05/08/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC14770,01/27/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Parental consent for transportation of child not provided or maintained at time of inspection.
DC1449,05/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC1128,01/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC235,12/03/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20556,03/27/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC14376,12/27/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1296,12/18/2013,PUBLIC HEALTH SANITATION INSPECTION,Peeling lead-based paint or peeling paint of unknown lead content observed in child care facility at time of inspection. At time of inspection it was determined that safe work practices were not employed during activity that potentially disturbed lead-based paint or paint of unknown lead content.
DC21013,12/18/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14309,10/23/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22736,01/14/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC1835,11/22/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC77,01/17/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC12236,01/08/2014,PUBLIC HEALTH SANITATION INSPECTION,Outdoor play area was observed not maintained nor free of hazards or nuisances at time of inspection.
DC17699,01/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22073,05/12/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC974,12/16/2013,PUBLIC HEALTH SANITATION INSPECTION,Number of children in attendance exceeds approved maximum child capacity.
DC19408,03/12/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC25357,04/03/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC22737,01/14/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC24545,03/07/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.
DC21573,05/14/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.
DC17585,05/30/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC19178,05/30/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC23147,04/16/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC10702,05/20/2014,PUBLIC HEALTH SANITATION INSPECTION,Required food protection procedures were not implemented at time of inspection. Holder of food protection certificate was not on site during hours of food preparation activity.
DC19370,04/30/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20339,02/20/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC16871,12/17/2013,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC21525,02/28/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC1354,01/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2127,01/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC25290,03/19/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC25611,02/10/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC12375,03/31/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC14178,01/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1115,01/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2429,03/31/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC2298,03/20/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2313,11/25/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC21038,12/12/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21769,12/12/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC11063,12/05/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC2262,01/10/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC15215,03/25/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC2640,12/05/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection required hand wash signs were not provided.
DC24638,10/31/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC22712,03/12/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC25653,05/01/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC25695,No visit found in database.,,
DC11386,05/14/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC23017,02/04/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service operating without a permit; Permit expired.
DC922,01/30/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.
DC1796,03/25/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC2045,05/24/2013,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC22109,03/04/2014,PUBLIC HEALTH SANITATION INSPECTION,Permittee/applicant submitted incomplete written safety plan.
DC22180,03/14/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection child care service unable to document that all children enrolled have had age appropriate immunizations unless a child is exempt.
DC19468,03/14/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection child care service unable to document that all children enrolled have had age appropriate immunizations unless a child is exempt.
DC20961,01/30/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC12228,04/15/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1010,04/15/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1167,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC25984,No visit found in database.,,
DC21141,02/19/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined/observed that food service worker not provided with appropriate food thermometer during food prep.
DC25556,03/14/2014,PUBLIC HEALTH SANITATION INSPECTION,Required food protection procedures were not implemented at time of inspection. Holder of food protection certificate was not on site during hours of food preparation activity.
DC25557,03/14/2014,PUBLIC HEALTH SANITATION INSPECTION,Required food protection procedures were not implemented at time of inspection. Holder of food protection certificate was not on site during hours of food preparation activity.
DC17965,11/21/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC3028,01/09/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined/observed that food service worker not provided with appropriate food thermometer during food prep.
DC21405,05/13/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.
DC16772,04/01/2014,PUBLIC HEALTH SANITATION INSPECTION,Climbing and other elevated equipment observed not provided with approved resilient ground cover at time of inspection.
DC11675,04/01/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC1711,02/14/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22683,03/27/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hallways and other means of egress were observed obstructed and impassable.
DC1977,03/27/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC950,05/30/2014,PUBLIC HEALTH SANITATION INSPECTION,"At time of inspection children were observed occupying space not previously approved by the Dept of Buildings, FDNY and/or DOHMH."
DC22441,03/18/2014,PUBLIC HEALTH SANITATION INSPECTION,Restriction on milk service not complied with at time of inspection.
DC19849,11/20/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC3090,05/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC3101,01/16/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1926,10/22/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC17383,04/10/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC18281,09/05/2013,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC12239,01/10/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC25436,05/16/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC339,06/12/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient number of toilets and sinks for the number of children in attendance.
DC2220,02/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14260,02/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC236,12/16/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined/observed that food service worker not provided with appropriate food thermometer during food prep.
DC21819,01/24/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21817,01/24/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC21820,01/24/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22697,05/06/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient number of toilets and sinks for the number of children in attendance.
DC22991,06/03/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC20469,02/10/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20618,02/10/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1297,01/17/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC19523,01/31/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2263,12/19/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC17041,05/09/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1998,05/23/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC20414,02/21/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1550,05/14/2014,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC2152,04/11/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC24587,11/07/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC23250,05/21/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to take appropriate action to keep facility free of pests or conditions conducive to pests. Child care service fails to maintain extermination service log.
DC1713,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,Adequate space/arrangement to provide separate storage areas for children's outer garments not provided or maintained at time of inspection.
DC16894,02/11/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22420,05/15/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC14921,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC18887,12/04/2013,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC11719,04/24/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC10518,12/26/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hallways and other means of egress were observed obstructed and impassable.
DC17496,05/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC18982,04/30/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC24693,03/07/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC17860,05/14/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC11000,10/24/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC24947,12/12/2012,PUBLIC HEALTH SANITATION INSPECTION,Child care service operating without a permit; Permit expired.
DC20709,04/14/2014,PUBLIC HEALTH SANITATION INSPECTION,Potentially hazardous foods observed being cooled using inappropriate cooling methods at time of inspection.
DC1179,01/29/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.
DC1117,03/17/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14193,11/13/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC189,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14284,11/15/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to designate/identify a qualified Education Director.
DC14171,02/11/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC343,04/17/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Child care service failed to notify DOHMH within 24 hours of child abuse allegation/indication or record of criminal activity of individuals associated with child care service; serious injury, death or loss of a child."
DC344,05/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC22158,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC1300,03/27/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC10577,04/24/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC11744,02/28/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC23008,05/30/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC1301,04/15/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC25751,05/20/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC3000,04/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21075,05/20/2014,PUBLIC HEALTH SANITATION INSPECTION,Adequate space/arrangement to provide separate storage areas for children's outer garments not provided or maintained at time of inspection.
DC2597,02/03/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection stairways observed without protective barriers. Stairways not provided with child height banisters. Protective barriers not provided where required.
DC14592,05/13/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC24661,01/24/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC14136,05/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1169,12/02/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.
DC1302,05/14/2014,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC18974,03/05/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC23235,03/04/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
