Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lon,Lat
LITTLE SCHOLARS DAY CARE CENTER,LITTLE SCHOLARS DAY CARE CENTER INC,5721 6TH  AVENUE,BROOKLYN,11220,718-633-8828,56037,1/17/2016,  Permitted,2 YEARS - 5 YEARS,86,No,Private,-74.012405,40.639264
LITTLE SCHOLARS EARLY DEVELOPMENT CENTER,LITTLE SCHOLARS EARLY DEVELOMENT CENTER L L C,850 JENNINGS STREET,BRONX,10459,718-887-2928,8305,6/17/2015,  Permitted,2 YEARS - 5 YEARS,53,No,Private,-73.893382,40.832221
LITTLE SCHOLARS LEARNING CENTER,M AND N CHILD CARE INC,50 QUENTIN ROAD,BROOKLYN,11223,718-373-7046,49897,8/9/2015,  Permitted,0 YEARS - 2 YEARS,15,No,Private,-73.984734,40.605088
LITTLE SCHOLARS LEARNING CENTER,M AND N CHILD CARE INC,52 QUENTIN ROAD,BROOKLYN,11223,718-373-7046,49917,8/9/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.984672,40.60514
LITTLE SCHOLARS ON FARMERS,HAPPY PARENTS HAPPY KIDS INC,117-25 FARMERS BLVD,QUEENS,11412,718-949-2390,8337,10/15/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.761941,40.690876
LITTLE STAR OF BROOME STREET DAY CARE CENTER,CHINESE-AMERICAN PLANNING COUNCIL INC,151 BROOME STREET,MANHATTAN,10002,212-673-2680,4223,5/26/2015,  Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,-73.984991,40.716245
LITTLE STAR PRESCHOOL,CONGREGATION OORAH,374  RIDGEWOOD AVENUE,STATEN ISLAND,10312,718-948-7827,8220,10/7/2014,  Permitted,2 YEARS - 5 YEARS,48,No,Private,-74.165221,40.55673
LITTLE STARS,ABC LITTLE STAR DAY CARE INC,2345     85TH STREET,BROOKLYN,11214,718-265-0156,7729,3/9/2015,  Permitted,0 YEARS - 2 YEARS,18,No,Private,-73.989631,40.600639
LITTLE STARS,ABC LITTLE STAR DC INC,2345 85 STREET,BROOKLYN,11214,718-265-0156,7730,3/9/2015,  Permitted,2 YEARS - 5 YEARS,23,No,Private,-73.989631,40.600639
LITTLE STARS DAY CARE CENTER INC,LITTLE STARS DAY CARE CENTER INC,588 BROOKLYN AVENUE,BROOKLYN,11203,718-467-5800,5299,2/16/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,-73.945539,40.65991
LITTLE STARS THREE INC,LITTLE STARS THREE INC,1420 BURKE AVENUE,BRONX,10469,347-947-3171,18228,6/22/2014,  Permitted,2 YEARS - 5 YEARS,64,No,Private,-73.846086,40.872239
LITTLE STARS TOO,LITTLE STARS TOO INC,1083 ALLERTON AVENUE,BRONX,10469,718-515-8800,7037,9/3/2014,  Permitted,2 YEARS - 5 YEARS,69,No,Private,-73.856357,40.86568
LITTLE SUN PEOPLE INC,LITTLE SUN PEOPLE INC,1360 FULTON STREET,BROOKLYN,11216,718-789-7330,5955,1/18/2015,  Permitted,2 YEARS - 5 YEARS,56,No,Private,-73.946051,40.680132
LITTLE SUNSHINE PRESCHOOL INC,LITTLE SUNSHINE INC,1815 85TH STREET,BROOKLYN,11214,347-921-1815,55497,12/23/2015,  Permitted,2 YEARS - 5 YEARS,83,No,Private,-74.001252,40.607485
LITTLE SWEET ANGELS PRESCHOOL,SWEET ANGEL 88INC,146-27 BEECH AVE,QUEENS,11355,718-888-1819,8282,3/3/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.81784,40.75821
LITTLE TOTS RED WAGON,LITTLE TOTS RED WAGON INC,204-28 ROCKAWAY POINT BOULEVARD,QUEENS,11697,718-945-1484,6998,6/8/2014,  Permitted,2 YEARS - 5 YEARS,54,No,Private,-73.913886,40.560917
LITTLE WONDERS INC,LITTLE WONDERS INC,88-66 MYRTLE AVENUE,QUEENS,11385,718-850-0400,7079,11/5/2014,  Permitted,2 YEARS - 5 YEARS,54,No,Private,-73.856341,40.702568
LITTLE WORLD OF LEARNING,EARLY LEARNING INC,7211 13 AVENUE,BROOKLYN,11228,718-232-7177,6487,12/12/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,25,No,Private,-74.005656,40.621616
LOLLYS LEARNING CENTER,LOLLYS EARLY CHILDHOOD CENTERINC,5-44 47TH   AVENUE,QUEENS,11101,718-729-9071,8129,5/18/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.953859,40.745401
LONG XING DAY CARE CENTER,LONG XING DAY CARE CENTER INC,762 59 STREET,BROOKLYN,11220,917-217-2979,7895,7/21/2014,  Permitted,2 YEARS - 5 YEARS,85,No,Private,-74.009693,40.636243
LONG XING DAY CARE CENTER INC,LONG XING DAY CARE CENTER INC,825 57 STREET,BROOKLYN,11220,718-853-8989,7364,3/15/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private,-74.006874,40.636923
LOS NINOS SERVICES INC,LOS NINOS SERVICES INC,4024 AMBOY ROAD,STATEN ISLAND,10308,718-984-9022,40797,5/20/2015,  Permitted,2 YEARS - 5 YEARS,32,No,Private,-74.151029,40.549525
LOUIS A FICKLING CHILD DEVELOPMENT CENTER,CLAREMONT NEIGHBORHOOD CENTER INC,1240 WEBSTER AVENUE,BRONX,10456,718-538-7135,2051,11/1/2015,  Permitted,2 YEARS - 5 YEARS,53,Yes,ACS Contracted Preschools,-73.90896,40.832466
LOUIS GREEN  EVELYN DAVIS GREEN  CHILD CARE CENTER,IMAGINE EARLY LEARNING CENTER,60-62 EAST 97 STREET,MANHATTAN,10029,212-410-2077,7087,6/12/2015,  Permitted,2 YEARS - 5 YEARS,56,No,Private,-73.952964,40.787374
LOUIS GREEN  EVELYN DAVIS GREEN CHILD CARE CENTER,IMAGINE EARLY LEARNING CENTER,60-62 EAST 97TH STREET,MANHATTAN,10029,212-410-2077,7054,12/28/2014,  Permitted,0 YEARS - 2 YEARS,25,No,Private,-73.952964,40.787374
LOVE ME TENDER,LOVE ME TENDER SCHOOL FOR CHILD DEVELOPMENT INC,2500 JOHNSON AVENUE,BRONX,10463,718-884-7252,5836,12/24/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.917653,40.876723
LOVE PEACE  JOY CHILD CARE II INC INFANT/TODDLER / LOVE PEACEAND JOY CHILD CARE II INC PRESCHOOL,LOVE PEACE  JOY CHILD CARE II INC / LOVE PEACEAND JOY CHILD CARE II INC,111-12 FARMERS BLVD,QUEENS,11412,718-264-0555,8289 / 8291,4/27/2015 / 5/16/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,46,No,Private,-73.76558,40.701454
LOVE PEACE AND JOY CHILD CARE II INC,LOVE PEACE AND JOY CHILD CARE II INC,111-10 FARMERS BLVD,QUEENS,11412,718-264-0555,8343,5/9/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.765575,40.701558
LOWER EAST SIDE MONTESSORI,ASKS INDUSTRIES INC,99 SUFFOLK STREET,MANHATTAN,10002,212-982-4444,15297 / 16977,4/24/2014 / 5/22/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,46,No,Private,-73.986438,40.718741
LOYALTY DAYCARE L L C,LOYALTY DAYCARE L L C,4226 3RD AVENUE,BRONX,10457,718-294-0134,14397,4/4/2016,  Permitted,0 YEARS - 2 YEARS,58,Yes,Private,-73.89548,40.847399
LOYALTY DAYCARE LLC,LOYALTY DAYCARE LLC,4226 THIRD AVENUE,BRONX,10457,718-294-0134,14418,4/4/2016,  Permitted,2 YEARS - 5 YEARS,57,Yes,Private,-73.89548,40.847399
LUCILLE ROSE DAY CARE CENTER,ATLED INC,148 BEACH 59 STREET,QUEENS,11692,718-634-0331,5570,5/11/2015,  Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,-73.788303,40.590975
LURIA ACADEMY OF BROOKLYN,LURIA OF BROOKLYNINC,238 ST MARKS AVENUE,BROOKLYN,11238,718-398-3290,8356,7/27/2015,  Permitted,2 YEARS - 5 YEARS,22,No,Private,-73.968127,40.678198
M S K C C CHILDRENS CENTER / MSKCC CHILDRENS CENTER,BRIGHT HORIZONS CHILDRENS CENTERS INC / BRIGHT HORIZONS CHILDRENS CENTER INC,475 MAIN STREET,MANHATTAN,10044,212-224-0129,7236 / 7636,8/31/2014 / 9/26/2013,  Permitted /   Expired-InRenewal,0 YEARS - 5 YEARS,48,No,Private,-73.951818,40.759927
M KALIX AND NATALIE LINDOR NURSERY INC I/T / SAINTILUS DAY CARE CENTER,MAGALIE EARLY INTERVENTION DEVELOPMENTAL CENTER INC I/T / SAINTILUS DAY CARE INC,951 EAST 84TH STREET,BROOKLYN,11236,718-209-1347,8101 / 7768,12/21/2015 / 6/11/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,89,No,Private,-73.9091,40.636584
MS SUNSHINE DAY CARE CENTER / MSSUNSHINE INC  TODDLERS,MS SUNSHINE INC,3096 BRIGHTON 6TH STREET,BROOKLYN,11235,718-648-8786,6364 / 8117,12/6/2014 / 12/21/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,55,No,Private,-73.961582,40.576885
MACADEMY,Q KINGDOM MINISTRIES INCORPORATED,1313 UNION STREET,BROOKLYN,11225,718-221-5566,6689,12/15/2014,  Permitted,2 YEARS - 5 YEARS,38,No,Private,-73.948608,40.669036
MACEDONIA CHILD DEVELOPMENT CENTER,GREATER FLUSHING COMMUNITY COUNCILINC,37-22 UNION STREET,QUEENS,11354,718-939-6060,3015,5/7/2014,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,-73.827543,40.761785
MACHNA SHALVA I,BABOVE WORLDWIDE INSTITUTE INC,1362 49TH STREET,BROOKLYN,11219,718-436-2212,30318,1/7/2015,  Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,-73.99064,40.633878
MACHNA SHALVA II,BABOVE WORLDWIDE INSTITUTE INC,1363 50TH STREET,BROOKLYN,11219,718-438-0060,30319,1/7/2015,  Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,-73.990897,40.633657
MACHZIK BRACHA LEARNING CENTER,MACHZIK BRACHA,1177 48 STREET,BROOKLYN,11219,718-972-7310,5723,5/25/2015,  Permitted,2 YEARS - 5 YEARS,100,No,Private,-73.993876,40.637177
MADISON  PLAYGROUP,MADISON PLAYGROUPLTD,230 EAST 60TH ST,MANHATTAN,10022,212-879-9161,8105,11/16/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,15,No,Private,-73.965035,40.761433
MAGIC KINGDOM,MAGIC KINGDOM LLC,5215 CHURCH AVENUE,BROOKLYN,11203,718-495-5333,14118,3/28/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,-73.927948,40.652468
MAGIC KINGDOM OF SHEEPSHEAD BAY,MAGIC KINGDOM OF SHEEPSHEAD BAY LLC,2484 EAST 18TH STREET,BROOKLYN,11235,718-648-1988,7790,8/28/2015,  Permitted,2 YEARS - 5 YEARS,41,No,Private,-73.952121,40.590548
MAGIC YEARS INFANT/TODDLER PROGRAM / MAGIC YEARS PRE-SCHOOL,MAGIC YEARS DAYCARE CENTER CORP,90-20 55 AVENUE,QUEENS,11373,718-271-1850,7962 / 7941,10/25/2014 / 10/25/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,105,No,Private,-73.872201,40.736701
MAGICAL YEARS EARLY CHILDHOOD CENTER,SUNSET BAY COMMUNITY SERVICESINC,230 60 STREET,BROOKLYN,11220,718-439-0450,6083,3/11/2015,  Permitted,0 YEARS - 2 YEARS,38,No,ACS Contracted Preschools,-74.022582,40.643023
MAGNAS DAY CARE CENTER,MAGNAS DAY CARE CENTER,1662 CARROLL STREET,BROOKLYN,11213,718-493-8467,7882,4/14/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.932101,40.665743
MAKING A DIFFERENCE CENTER,MAKING A DIFFERENCE DAYCARE INC,670 ROCKAWAY PARKWAY,BROOKLYN,11236,718-484-8110,8013,5/1/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.91118,40.65264
MALCOLM X DAY CARE,EPISCOPAL SOCIAL SERVICES,111-12 NORTHERN BLVD,QUEENS,11368,718-651-7880,26197,10/24/2014,  Permitted,2 YEARS - 5 YEARS,157,No,ACS Contracted Preschools,-73.857963,40.757726
MANGOS PLACE DAY CARE CENTER,MANGOS PLACE DAY CARE CORP,506 WASHINGTON AVENUE,BROOKLYN,11238,718-857-4250,7888,6/24/2014,  Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.965025,40.683808
MANHATTAN CHILDRENS PROGRAM U C P OF N Y C,UNITED CEREBRAL PALSY OF N Y C INC,122 EAST 23 STREET,MANHATTAN,10010,212-677-7400,7349,1/9/2015,  Permitted,2 YEARS - 5 YEARS,114,Yes,Private,-73.985481,40.739346
MANHATTAN DAY SCHOOL,YESHIVA OHAR TORAH COMMUNITY SCHOOL INC,310 WEST 75TH STREET,MANHATTAN,10023,212-376-6800,29539,12/18/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.984121,40.781927
MANHATTAN DEVELOPMENT ACADEMY,MANHATTAN PENTACOSTAL CHURCH,541 WEST 125TH STREET,MANHATTAN,10027,212-222-6860,8279,4/15/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.957064,40.814769
MANHATTAN KIDS CLUB II INC / THE MANHATTAN KIDS CLUB IIINC,THE MANHATTAN KIDS CLUB II INC / THE MANHATTAN KIDS CLUB IIINC,629 EAST 14 STREET,MANHATTAN,10009,212-533-1977,5344 / 7156,12/6/2015 / 8/13/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,131,Yes,Private,-73.977147,40.729485
MANHATTAN NURSERY SCHOOL,MIDTOWN CAREINC,38 WEST 32 STREET,MANHATTAN,10001,212-631-0543,6417,5/27/2015,  Permitted,2 YEARS - 5 YEARS,83,Yes,Private,-73.98756,40.747618
MANHATTAN NURSERY SCHOOL,MIDTOWN CARE INC,38 WEST 32ND STREET,MANHATTAN,10001,212-631-0543,6720,2/6/2016,  Permitted,0 YEARS - 2 YEARS,9,Yes,Private,-73.98756,40.747618
MARBLE HILL NURSERY SCHOOL,MARBLE HILL NURSERY SCHOOL,5470 BROADWAY,BRONX,10463,718-562-7055,1613,9/12/2014,  Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.907005,40.875915
MARC ACADEMY AND FAMILY CENTER,MARC ACADEMY AND FAMILY CENTERINC,2111 JEROME AVENUE,BRONX,10453,718-562-3410,6764,3/10/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools,-73.906624,40.855019
MARCY CHILDRENS CENTER,EPISCOPAL SOCIAL SERVICES OF NEW YORK INC,494 MARCY AVENUE,BROOKLYN,11206,718-855-7252,5264,12/19/2014,  Permitted,2 YEARS - 5 YEARS,53,No,ACS Contracted Preschools,-73.950476,40.698296
MARIE DURDIN CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC,2700 LINDEN BOULEVARD,BROOKLYN,11208,718-647-4730,1699,4/8/2016,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,-73.864569,40.66874
MAROOS CHILD CARE CENTER,MAROOS  INC,45-02 82ND STREET,QUEENS,11373,718-396-7479,50857,8/20/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.883223,40.741459
MARTIN L KING JR MEMORIAL DAY CARE CTR,FLUSHING DAY CARE CENTERINC,36-06 PRINCE STREET,QUEENS,11354,718-886-3165,4079,4/21/2014,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,-73.833379,40.76208
MARY BOBB DAY CAREINC 3,MARY BOBB DAY CAREINC,1289 NOSTRAND AVENUE,BROOKLYN,11226,718-693-9121,6933,9/20/2015,  Permitted,2 YEARS - 5 YEARS,52,No,Private,-73.949848,40.6556
MARY BOBB LEARNING ACADEMY,MARY BOBB DAY CAREINC,1187 NOSTRAND AVENUE,BROOKLYN,11225,718-604-4400,7594,11/19/2014,  Permitted,2 YEARS - 5 YEARS,177,No,Private,-73.949808,40.658346
MARY MCLEOD BETHUNE CHILD DEVELOPMENT CENTER INC,MARY MCLEOD BETHUNE CHILD DEVELOPMENT CENTER INC,360 PULASKI STREET,BROOKLYN,11206,718-455-5137,27661,11/20/2014,  Permitted,2 YEARS - 5 YEARS,56,No,Private,-73.936438,40.693464
MARY WALTON CHILDRENS CENTER,MARY WALTON CHILDRENS CENTER,224 WEST 152 STREET,MANHATTAN,10039,212-283-4242,1637,1/23/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,-73.937094,40.826184
MARYEL INTERNATIONAL PRESCHOOL,MARYEL INTERNATIONAL PRESCHOOL INC,28 EAST 35TH STREET,MANHATTAN,10016,347-667-9109,50917,8/21/2015,  Permitted,2 YEARS - 5 YEARS,52,No,Private,-73.981865,40.747957
MASPETH TOWN HALL PRE-SCHOOL,MASPETH TOWN HALL INC,53-37 72 STREET,QUEENS,11378,718-335-6049,5144,4/15/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.892141,40.730366
MEDGAR EVERS HEAD START,COMMUNITY PARENTS INC,60 EAST 93RD STREET,BROOKLYN,11212,718-221-2531,8188,7/1/2014,  Permitted,2 YEARS - 5 YEARS,105,No,ACS Head Start,-73.928267,40.663729
MEI  WAH  PRE-SCHOOL,CHINESE METHODIST CENTER CORP,69 MADISON STREET,MANHATTAN,10002,212-349-2703,4583,9/22/2014,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.996716,40.712285
MELISSAS CHILDREN OF TOMORROW,MELISSAS CHILDREN OF TOMORROW INC,117-11  JAMAICA    AVE,QUEENS,11418,718-846-2060,7753,5/16/2015,  Permitted,2 YEARS - 5 YEARS,27,No,Private,-73.832294,40.69985
MERCAZ GAN,BABOVE WORLDWIDE INSTITUTE INC,2221 AVENUE R,BROOKLYN,11229,718-513-1931,28258,11/29/2014,  Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,-73.950085,40.606845
MERKAZ-THE CENTER INC,MERKAZ-THE CENTER INC,1739 OCEAN AVENUE,BROOKLYN,11230,718-252-2122,25297,10/16/2014,  Permitted,2 YEARS - 5 YEARS,75,No,Private,-73.955147,40.619621
MERRICATS CASTLE SCHOOL,ABC MERRICATS CASTLE SCHOOL,316 EAST 88 STREET,MANHATTAN,10128,212-534-3656,4186,9/10/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,55,No,Private,-73.949755,40.778469
METRO NORTH DAY CARE CENTER,UNION SETTLEMENT ASSOCIATION INC,304 EAST 102 STREET,MANHATTAN,10029,212-828-6087,3040,9/19/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,-73.943231,40.787394
MI NUEVO MUNDO,MI NUEVO MUNDO CORP,104-19 39 AVENUE,QUEENS,11368,718-476-7919,7937,10/1/2014,  Permitted,2 YEARS - 5 YEARS,32,No,Private,-73.861435,40.751089
MI NUEVO MUNDO I,MI NUEVO MUNDO INC,51-02 31 AVENUE,QUEENS,11377,718-626-1686,21338,8/22/2014,  Permitted,2 YEARS - 5 YEARS,42,No,Private,-73.907639,40.756672
MI NUEVO MUNDO III,MI NUEVO MUNDO CORP,104-21 39 AVENUE,QUEENS,11368,718-476-7919,7398,10/1/2014,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.861831,40.75081
MI NUEVO MUNDO IV PRESCHOOL,MI NUEVO MUNDO CORP,100-03 39 AVENUE,QUEENS,11368,718-476-3535,8198,9/13/2014,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.865602,40.750151
MI NUEVO MUNDO LL,MI NUEVO MUNDO CORP,31-05 51 STREET,QUEENS,11377,718-626-7394,7031,8/4/2014,  Permitted,2 YEARS - 5 YEARS,126,No,Private,-73.907639,40.756672
MI NUEVO MUNDO V P/S,MI NUEVO MUNDO CORP,100-05 39 AVENUE,QUEENS,11368,718-626-7394,11117,1/17/2016,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.86552,40.750176
MID BRONX C C R P EARLY CHILDHOOD CENTER,MID BRONX C C R P EARLY CHILDHOOD CENTER INC,1020-1022 SUMMIT AVENUE,BRONX,10452,347-498-1097,25857,10/22/2014,  Permitted,2 YEARS - 5 YEARS,68,No,ACS Contracted Preschools,-73.929642,40.833662
MID BRONX C C R P EARLY CHILDHOOD CENTER,MID BRONX C C R P EARLY CHILDHOOD CENTER INC,1360 OGDEN AVENUE,BRONX,10452,917-962-9384,26318,10/25/2014,  Permitted,2 YEARS - 5 YEARS,50,No,ACS Contracted Preschools,-73.924452,40.841574
MID BRONX CCRP EARLY CHILDHOOD CENTER,MID BRONX CCRP EARLY CHILDHOOD CENTER INC,100-120 EAST MOUNT EDEN AVENUE,BRONX,10452,718-583-9664,26277,10/25/2014,  Permitted,2 YEARS - 5 YEARS,220,No,ACS Contracted Preschools,-73.912857,40.843298
MID-BRONX C C R P HEAD START,MID-BRONX C C R P EARLY CHILDHOOD CENTER INC,1125 GRAND CONCOURSE,BRONX,10452,718-590-7014,6058,8/10/2015,  Permitted,2 YEARS - 5 YEARS,261,No,ACS Contracted Preschools,-73.920289,40.832804
MIDDLETONS EARLY LEARNING CENTER,MIDDLETONS EARLY LEARNING CENTER,226-02 MERRICK BOULEVARD,QUEENS,11413,718-949-9890,7271,7/7/2014,  Permitted,2 YEARS - 5 YEARS,94,No,Private,-73.743789,40.677006
MIDWOOD MONTESSORI,MIDWOOD MONTESSORI INC,2825 BEDFORD AVENUE,BROOKLYN,11210,718-253-3242,4915,7/18/2015,  Permitted,2 YEARS - 5 YEARS,69,No,Private,-73.952748,40.633927
MILLER EVANGELICAL CHRISTIAN LEARNING ACADEMY,MILLER EVANGELICAL CHRISTIAN UNION CHURCH OF THE CHURCHES OF CHRIST IN THE CHRISTIAN UNION,1110 PRESIDENT STREET,BROOKLYN,11225,718-363-7160,52297,9/19/2015,  Permitted,2 YEARS - 5 YEARS,37,No,Private,-73.954049,40.667985
MINI MIRACLES CORP,MINI MIRACLES CORP,1708 FLATBUSH AVENUE,BROOKLYN,11210,718-676-5377,8597,11/18/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.943584,40.628644
MINI WORLD PRESCHOOL,DEBRA ERCOLE,7516 AMBOY ROAD,STATEN ISLAND,10307,718-948-9535,6793,1/19/2016,  Permitted,2 YEARS - 5 YEARS,29,No,Private,-74.246206,40.508988
MINIVENTURES OF N Y / MINIVENTURES OF NEW YORK,MINIVENTURES OF N Y INC / MINIVENTURES OF NEW YORK INC,433 EAST 148TH STREET,BRONX,10455,917-645-5214,7833 / 7697,2/23/2014 / 1/10/2015,  Expired-InRenewal /   Permitted,0 YEARS - 5 YEARS,104,No,Private,-73.916548,40.814886
MINIVENTURES OF NY INC,MINIVENTURES OF NY INC,67-52 79 STREET,QUEENS,11379,718-326-4500,8283,3/15/2015,  Permitted,0 YEARS - 2 YEARS,17,No,Private,-73.873743,40.711715
MINIVENTURES OF NY INC,MINIVENTURES OF NYINC,67-52 79TH STREET,QUEENS,11379,718-326-4500,8335,10/6/2014,  Permitted,2 YEARS - 5 YEARS,34,No,Private,-73.873743,40.711715
MISS D PLAYGROUP,MISS DS PLAYGROUP DAY CARE,15-26 CENTRAL AVENUE,QUEENS,11691,718-327-3767,7044,9/9/2015,  Permitted,2 YEARS - 5 YEARS,64,No,Private,-73.752061,40.605583
MISS FRANCINE DAY SCHOOL I I,LLOYD STRUVER,2169 GRAND CONCOURSE,BRONX,10453,718-295-3100,5399,6/28/2015,  Permitted,2 YEARS - 5 YEARS,75,No,Private,-73.901917,40.855123
MOMMY DAYCARE,MOMMY DAYCARE LLC,891 AVENUE Z,BROOKLYN,11235,718-339-5777,8263,2/7/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.961124,40.587432
MONA PREP DAY CARE CENTER INC,MONA PREP DAY CARE CENTER INC,241-15 NORTH CONDUIT AVENUE,QUEENS,11422,718-525-8555,7081,1/26/2015,  Permitted,2 YEARS - 5 YEARS,88,No,Private,-73.736088,40.666813
MONSIGNOR BOYLE HEAD START,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESES OF NEW YORK,3044 HULL AVENUE,BRONX,10467,718-405-7844,7254,6/16/2014,  Permitted,2 YEARS - 5 YEARS,220,No,ACS Contracted Preschools,-73.879469,40.871468
MONTCLARE CHILDRENS SCHOOL LLC,MONTCLARE CHILDRENS SCHOOL LLC,747 AMSTERDAM AVENUE,MANHATTAN,10025,212-865-4020,6953,4/18/2014,  Permitted,2 YEARS - 5 YEARS,172,No,Private,-73.969864,40.794186
MONTESSORI DAY SCHOOL OF BROOKLYN,BROOKLYN MONTESSORI LTD,237 PARK PLACE,BROOKLYN,11238,718-398-2322,8210,9/9/2014,  Permitted,2 YEARS - 5 YEARS,109,No,Private,-73.969388,40.677175
MONTESSORI PROGRESSIVE LEARNING CENTER,MONTESSORI PROGRESSIVE LEARNING CENTER INC,195-05 LINDEN BOULEVARD,QUEENS,11412,718-723-3967,7019,5/7/2014,  Permitted,2 YEARS - 5 YEARS,155,No,Private,-73.756716,40.693456
MONTESSORI SCHOOL OF MANHATTAN,WEGWEISER  WEGWEISER LLC,2 GOLD ST,MANHATTAN,10038,212-742-2830,7796,8/30/2015,  Permitted,2 YEARS - 5 YEARS,133,Yes,Private,-74.006982,40.70734
MONTESSORI SCHOOL OF MANHATTAN,MONTESSORI SCHOOL OF MANHATTANLLC,53 BEACH STREET,MANHATTAN,10013,212-334-0400,7607,5/6/2014,  Permitted,2 YEARS - 5 YEARS,133,Yes,Private,-74.0094,40.720922
MONTGOMERY ACADEMY,414 UTICA AVENUEINC,414 UTICA AVENUE,BROOKLYN,11213,718-493-4774,7108,6/1/2014,  Permitted,2 YEARS - 5 YEARS,42,No,Private,-73.931866,40.664221
MORNING STAR PRESCHOOL,MORNING STAR PRESCHOOL INC,47-24 BELL BLVD,QUEENS,11361,718-229-0206,41097,5/22/2015,  Permitted,2 YEARS - 5 YEARS,32,No,Private,-73.767685,40.756181
MORNINGSIDE DAY CARE,EPISCOPAL SOCIAL SERVICES,2967 FREDERICK DOUGLAS BLVD,MANHATTAN,10039,212-281-4142,6678,4/30/2014,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,-73.93736,40.831052
MORNINGSIDE MONTESSORI SCHOOL / PURPLE CIRCLE DAY CARE CENTER INC / YALDAYNU PRESCHOOL,MORNINGSIDE MONTESSORI SCHOOL / PURPLE CIRCLE DAY CARE CENTER INC / YALDAYNU PRESCHOOL,251 WEST 100 STREET,MANHATTAN,10025,212-316-1555 / 212-866-9193 / 212-866-4993,7509 / 4610 / 4955,6/2/2015 / 4/23/2015 / 4/7/2014,  Permitted /   Permitted /   Permitted,2 YEARS - 5 YEARS,164,Yes,Private,-73.970844,40.79784
MORRIS L EISENSTEIN LEARNING CENTER,UNITED COMMUNITY CENTERS INC,613 NEW LOTS AVENUE,BROOKLYN,11207,718-385-1201,5109,11/8/2015,  Permitted,2 YEARS - 5 YEARS,97,Yes,ACS Contracted Preschools,-73.886744,40.664896
MOSDOTH BERESHITH,MOSDOTH BERESHITH INC,1257 EAST 18TH STREET,BROOKLYN,11230,718-233-2946,56638,2/4/2016,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.957202,40.619921
