"LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRE-SCHOOLERS","3051 EAST TREMONT AVENUE",10461,718-828-8462,Permitted
"LIFELINE CENTER FOR CHILD DEVELOPMENT","80-09 WINCHESTER BOULEVARD",11427,718-740-4300,Permitted
"LIGHT AND BRIGHT EARLY LEARNING CENTER","1185 EAST 223 STREET",10466,718-231-5031,Permitted
"LIGHTHOUSE INTERNATIONAL CHILD DEVELOPMENT CENTER","111 EAST 59 STREET",10022,212-821-9600,Permitted
"LIGHTHOUSE PRESCHOOL","80-82 BOWERY",10013,212-219-8813,Permitted
"LIL INVENTORS","2260 ANDREWS AVENUE",10468,718-295-2740,Permitted
"LIL&#39; ANGELS CHILDCARE","520 ELLSWORTH AVENUE",10465,718-792-2273,Permitted
"LIL&#39; FOOTPRINTS","7805 20 AVENUE",11214,718-234-5890,Permitted
"LILLIAN WALD DAY CARE CENTER OF THE EDUCATIONAL ALLIANCE, INC.","34 AVENUE D",10009,212-780-5225,"Expired-In Renewal"
"LION OF JUDAH CHRISTIAN ACADEMY","2336 ANDREWS AVENUE",10468,718-772-3238,Permitted
"LIPTON CORP. CHILD CARE, INC.","410 PARK AVENUE",10022,212-354-5222,Permitted
"LITTLE  APPLE PRESCHOOL","213-54 35 AVENUE",11361,347-581-9467,Permitted
"LITTLE  STARS  SCHOOL","4063 EDSON AVENUE",10466,718-994-0604,Permitted
"LITTLE ANGEL  DAY CARE  CENTER #4","899 CLARKSON AVENUE",11203,718-774-2930,Permitted
"LITTLE ANGEL DAY CARE #3, INC.","12 CROWN STREET",11225,718-469-0229,Permitted
"LITTLE ANGEL DAY CARE CENTER #6","272 TROY AVENUE",11213,718-774-7747,Permitted
"LITTLE ANGEL&#39;S PLACE #1","159 ELLERY STREET",11206,718-576-6264,Permitted
"LITTLE ANGELS  HOLY SPIRIT HEAD START &amp; UPK","1960 UNIVERSITY AVENUE",10453,718-731-8439,Permitted
"LITTLE ANGELS CONCORD AVENUE HEAD START PROGRAM","560 CONCORD AVENUE",10455,718-292-8564,Permitted
"LITTLE ANGELS DAY CARE","1802 MATTHEWS AVE",10462,917-708-9003,Permitted
"LITTLE ANGELS DAY CARE CENTER","906-908 PROSPECT AVENUE",10459,347-963-9788,Permitted
"LITTLE APPLE PRESCHOOL","213-54 35 AVENUE",11361,347-581-9467,Permitted
"LITTLE BELL CHILDCARE CORP.","629 51ST STREET",11220,718-686-8808,Permitted
"LITTLE BERRIES INC","8416 19 AVENUE",11214,929-333-9595,Permitted
"LITTLE BIRDS DAY CARE CENTER","490 LINWOOD STREET",11208,718-647-8095,Permitted
"LITTLE BIRDS DAY CARE CENTER","490 LINWOOD STREET",11208,718-647-8095,Permitted
"LITTLE BRILLIANT MINDS, INC.","5916  20TH AVENUE",11204,718-234-6463,Permitted
"LITTLE DREAMERS","4317 AVENUE D",11203,718-451-2566,Permitted
"LITTLE ELMS CHILD CARE CENTER,I/T","77-11 BROADWAY",11373,718-334-2264,"Expired-In Renewal"
"LITTLE ELMS CHILD CARE CENTER,P/S","77-11 BROADWAY",11373,718-334-2264,"Expired-In Renewal"
"LITTLE EXPLORERS PRESCHOOL &amp; DAY CARE","213-41 40 AVENUE",11361,347-502-7073,Permitted
"LITTLE FLOWERS EARLY CHILDHOOD CENTER ANNEX","234-14 MERRICK BOULEVARD",11422,718-712-1440,Permitted
"LITTLE FLOWERS EARLY CHILDHOOD CENTER, INC","234-10 MERRICK BOULEVARD",11422,718-712-1440,Permitted
"LITTLE FRIENDS ACADEMY","149-34 35 AVENUE",11354,718-886-6502,Permitted
"LITTLE FRIENDS GAN PRESCHOOL","1030 NEILSON STREET",11691,718-327-3287,Permitted
"LITTLE FRIENDS HOUSE 111","12-45 150 STREET",11357,718-746-7505,Permitted
"LITTLE FRIENDS HOUSE II","75-41 164 STREET",11366,718-380-8800,Permitted
"LITTLE FRIENDS HOUSE II INF/TOD","75-41 164 STREET",11366,718-380-8800,Permitted
"LITTLE FRIENDS HOUSE III","12-45 150 ST",11357,718-746-7505,Permitted
"LITTLE FRIENDS SCHOOL OF ELMHURST","85-03 BRITTON AVENUE",11373,718-458-5415,Permitted
"LITTLE FRIENDS SCHOOL/SUNNYSIDE INC.","43-42 47 STREET",11104,718-786-4644,"Expired-In Renewal"
"LITTLE HANDS AND FEET DAY CARE DAY CARE","1270 BAY RIDGE PARKWAY",11228,718-680-5437,Permitted
"LITTLE HANDS AND FEET DAY CARE LLC","1270 BAY RIDGE PARKWAY",11228,718-680-5437,Permitted
"LITTLE L.A.M.B. PRE-SCHOOL","2 GRIDLEY AVENUE",10303,718-448-7774,Permitted
"LITTLE MEADOWS EARLY CHILDHOOD CENTER","67-25 188 STREET",11365,718-454-6460,Permitted
"LITTLE MIRACLES PRESCHOOL","75 SKYLINE DRIVE",10304,718-727-8202,Permitted
"LITTLE MISSIONARY&#39;S DAY NURSERY","93 ST MARK&#39;S PLACE",10009,212-777-9774,Permitted
"LITTLE MUNCHKINS 42","1411 41ST STREET",11218,718-853-3160,Permitted
"LITTLE MUNCHKINS 47","4712 12TH AVENUE",11219,718-437-7261,Permitted
"LITTLE MUNCHKINS 56","1460 56TH STREET",11219,718-437-7261,Permitted
"LITTLE NEST COMMUNITY NURSERY","511 CHURCH AVENUE",11218,718-484-0033,Permitted
"LITTLE ONES - PRESCHOOL","4-74 48 AVENUE",11109,718-392-1254,Permitted
"LITTLE ONES, LLC","50-13 5 STREET",11101,718-392-4140,Permitted
"LITTLE PARADISE INC","4714 CLARENDON ROAD",11203,718-629-3230,Permitted
"LITTLE PEOPLE&#39;S ACADEMY","3217 CHURCH AVENUE",11226,718-287-6200,Permitted
"LITTLE PEOPLES DAY CARE","1600 SEDGWICK AVENUE",10453,718-731-7575,Permitted
"LITTLE PICKLES","2169 CONEY ISLAND AVENUE",11223,718-676-1725,Permitted
"LITTLE PRINCETON NURSERY AND  DAY CARE CENTER LLC (PRESCHOOL)","10023 SEAVIEW   AVENUE",11236,718-513-4416,"Expired-In Renewal"
"LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC ( I/T )","10023 SEAVIEW   AVENUE",11236,718-513-4416,"Expired-In Renewal"
"LITTLE PRODIGIES DAYCARE INC.","3462  EAST TREMONT AVENUE",10465,718-239-4853,Permitted
"LITTLE RED RIDING HOOD CORP.","237 LEFFERTS AVENUE",11225,718-953-0900,Permitted
"LITTLE RED RIDING HOOD CORP.  P/S","237 LEFFERTS AVENUE",11225,718-953-0900,Permitted
"LITTLE RED WAGON","188-06 JAMAICA AVENUE",11423,718-468-6627,"Expired-In Renewal"
"LITTLE SCHOLARS DAY CARE CENTER","5721 6TH  AVENUE",11220,718-633-8828,Permitted
"LITTLE SCHOLARS EARLY DEVELOPMENT CENTER","850 JENNINGS STREET",10459,718-887-2928,Permitted
"LITTLE SCHOLARS LEARNING CENTER","50 QUENTIN ROAD",11223,718-373-7046,Permitted
"LITTLE SCHOLARS LEARNING CENTER","52 QUENTIN ROAD",11223,718-373-7046,Permitted
"LITTLE SCHOLARS ON FARMERS","117-25 FARMERS BLVD",11412,718-949-2390,Permitted
"LITTLE STAR OF BROOME STREET DAY CARE CENTER","151 BROOME STREET",10002,212-673-2680,Permitted
"LITTLE STAR PRESCHOOL","374  RIDGEWOOD AVENUE",10312,718-948-7827,Permitted
"LITTLE STARS","2345     85TH STREET",11214,718-265-0156,Permitted
"LITTLE STARS","2345 85 STREET",11214,718-265-0156,Permitted
"LITTLE STARS DAY CARE CENTER INC.","588 BROOKLYN AVENUE",11203,718-467-5800,"Expired-In Renewal"
"LITTLE STARS THREE, INC.","1420 BURKE AVENUE",10469,347-947-3171,Permitted
"LITTLE STARS TOO","1083 ALLERTON AVENUE",10469,718-515-8800,Permitted
"LITTLE SUN PEOPLE, INC.","1360 FULTON STREET",11216,718-789-7330,Permitted
"LITTLE SUNSHINE, INC.","1815 85TH STREET",11214,347-921-1815,Permitted
"LITTLE SWEET ANGELS PRESCHOOL","146-27 BEECH AVE.",11355,718-888-1819,Permitted
"LITTLE TOTS RED WAGON","204-28 ROCKAWAY POINT BOULEVARD",11697,718-945-1484,Permitted
"LITTLE WONDERS, INC.","88-66 MYRTLE AVENUE",11385,718-850-0400,Permitted
"LITTLE WORLD OF LEARNING","7211 13 AVENUE",11228,718-232-7177,"Expired-In Renewal"
"LOLLY&#39;S LEARNING CENTER","5-44 47TH   AVENUE",11101,718-729-9071,Permitted
"LONG XING DAY CARE CENTER","762 59 STREET",11220,917-217-2979,Permitted
"LONG XING DAY CARE CENTER, INC.","825 57 STREET",11220,718-853-8989,"Expired-In Renewal"
"LOS NINOS SERVICES, INC.","4024 AMBOY ROAD",10308,718-984-9022,Permitted
"LOUIS A. FICKLING CHILD DEVELOPMENT CENTER","1240 WEBSTER AVENUE",10456,718-538-7135,Permitted
"LOUIS GREEN &amp; EVELYN DAVIS GREEN  CHILD CARE CENTER","60-62 EAST 97 STREET",10029,212-410-2077,Permitted
"LOUIS GREEN &amp; EVELYN DAVIS GREEN CHILD CARE CENTER","60-62 EAST 97TH STREET",10029,212-410-2077,Permitted
"LOVE ME TENDER","2500 JOHNSON AVENUE",10463,718-884-7252,Permitted
"LOVE, PEACE, &amp; JOY CHILD CARE II INC. INFANT/TODDLER","111-12 FARMERS BLVD.",11412,718-264-0555,Permitted
"LOVE, PEACE, AND JOY CHILD CARE II, INC.","111-10 FARMERS BLVD.",11412,718-264-0555,Permitted
"LOVE, PEACE,AND JOY CHILD CARE II INC. PRESCHOOL","111-12 FARMERS BLVD",11412,718-264-0555,Permitted
"LOWER EAST SIDE MONTESSORI","99 SUFFOLK STREET",10002,212-982-4444,Permitted
"LOWER EAST SIDE MONTESSORI","99 SUFFOLK STREET",10002,212-982-4444,Permitted
"LOYALTY DAYCARE L L C","4226 3RD AVENUE",10457,718-294-0134,Permitted
"LOYALTY DAYCARE LLC","4226 THIRD AVENUE",10457,718-294-0134,Permitted
"LUCILLE ROSE DAY CARE CENTER","148 BEACH 59 STREET",11692,718-634-0331,Permitted
"LURIA ACADEMY OF BROOKLYN","238 ST. MARKS AVENUE",11238,718-398-3290,Permitted
"M S K C C CHILDREN&#39;S CENTER","475 MAIN STREET",10044,212-224-0129,Permitted
"M. KALIX AND NATALIE LINDOR NURSERY INC. I/T","951 EAST 84TH STREET",11236,718-209-1347,Permitted
"M.S. SUNSHINE DAY CARE CENTER","3096 BRIGHTON 6TH STREET",11235,718-648-8786,Permitted
"M.S.SUNSHINE INC. ( TODDLERS)","3096 BRIGHTON 6TH STREET",11235,718-648-8786,Permitted
"MABEL  BARRETT FITZGERALD DAY CARE CENTER","243 WEST 64 STREET",10023,212-712-9308,Permitted
MACADEMY,"1313 UNION STREET",11225,718-221-5566,Permitted
"MACEDONIA CHILD DEVELOPMENT CENTER","37-22 UNION STREET",11354,718-939-6060,Permitted
"MACHNA SHALVA I","1362 49TH STREET",11219,718-436-2212,Permitted
"MACHNA SHALVA II","1363 50TH STREET",11219,718-438-0060,Permitted
"MACHZIK BRACHA LEARNING CENTER","1177 48 STREET",11219,718-972-7310,Permitted
"MADISON  PLAYGROUP","230 EAST 60TH ST",10022,212-879-9161,"Expired-In Renewal"
"MAGIC KINGDOM","5215 CHURCH AVENUE",11203,718-495-5333,Permitted
"MAGIC KINGDOM OF SHEEPSHEAD BAY","2484 EAST 18TH STREET",11235,718-648-1988,Permitted
"MAGIC YEARS INFANT/TODDLER PROGRAM","90-20 55 AVENUE",11373,718-271-1850,Permitted
"MAGIC YEARS PRE-SCHOOL","90-20 55 AVENUE",11373,718-271-1850,Permitted
"MAGICAL YEARS EARLY CHILDHOOD CENTER","230 60 STREET",11220,718-439-0450,Permitted
"MAGNA&#39;S DAY CARE CENTER","1662 CARROLL STREET",11213,718-493-8467,Permitted
"MAKING A DIFFERENCE CENTER","670 ROCKAWAY PARKWAY",11236,718-484-8110,Permitted
"MALCOLM X DAY CARE","111-12 NORTHERN BLVD",11368,718-651-7880,Permitted
"MANGO&#39;S PLACE DAY CARE CENTER","506 WASHINGTON AVENUE",11238,718-857-4250,Permitted
"MANHATTAN CHILDREN&#39;S PROGRAM, U C P OF N Y C","122 EAST 23 STREET",10010,212-677-7400,Permitted
"MANHATTAN DAY SCHOOL","310 WEST 75TH STREET",10023,212-376-6800,Permitted
"MANHATTAN DEVELOPMENT ACADEMY","541 WEST 125TH STREET",10027,212-222-6860,Permitted
"MANHATTAN KID&#39;S CLUB II, INC.","629 EAST 14 STREET",10009,212-533-1977,"Expired-In Renewal"
"MANHATTAN NURSERY SCHOOL","38 WEST 32 STREET",10001,212-631-0543,Permitted
"MANHATTAN NURSERY SCHOOL","38 WEST 32ND STREET",10001,212-631-0543,Permitted
"MARBLE HILL NURSERY SCHOOL","5470 BROADWAY",10463,718-562-7055,Permitted
"MARC ACADEMY AND FAMILY CENTER","2111 JEROME AVENUE",10453,718-562-3410,"Expired-In Renewal"
"MARCKTELL MANAGEMENT ( JFKIDS PORT)","BLDG #350 JFK AIRPORT",11430,718-553-5437,Permitted
"MARCY CHILDREN&#39;S CENTER","494 MARCY AVENUE",11206,718-855-7252,Permitted
"MARIE DURDIN CHILD CARE CENTER","2700 LINDEN BOULEVARD",11208,718-647-4730,Permitted
"MAROOS CHILD CARE CENTER","45-02 82ND STREET",11373,718-396-7479,Permitted
"MARTIN L. KING, JR. MEMORIAL DAY CARE CTR","36-06 PRINCE STREET",11354,718-886-3165,Permitted
"MARY BOBB DAY CARE,INC. #3","1289 NOSTRAND AVENUE",11226,718-693-9121,Permitted
"MARY BOBB LEARNING ACADEMY","1187 NOSTRAND AVENUE",11225,718-604-4400,Permitted
"MARY MCLEOD BETHUNE CHILD DEVELOPMENT CENTER INC.","360 PULASKI STREET",11206,718-455-5137,Permitted
"MARY WALTON CHILDREN&#39;S CENTER","224 WEST 152 STREET",10039,212-283-4242,"Expired-In Renewal"
"MARYEL INTERNATIONAL PRESCHOOL","28 EAST 35TH STREET",10016,347-667-9109,Permitted
"MASPETH TOWN HALL PRE-SCHOOL","53-37 72 STREET",11378,718-335-6049,Permitted
"MEDGAR EVERS HEAD START","60 EAST 93RD STREET",11212,718-221-2531,Permitted
"MEI  WAH  PRE-SCHOOL","69 MADISON STREET",10002,212-349-2703,Permitted
"MELISSA&#39;S CHILDREN OF TOMORROW","117-11  JAMAICA    AVE",11418,718-846-2060,Permitted
"MERCAZ GAN","2221 AVENUE R",11229,718-513-1931,Permitted
"MERKAZ-THE CENTER, INC.","1739 OCEAN AVENUE",11230,718-252-2122,Permitted
"MERRICAT&#39;S CASTLE SCHOOL","316 EAST 88 STREET",10128,212-534-3656,"Expired-In Renewal"
"METRO NORTH DAY CARE CENTER","304 EAST 102 STREET",10029,212-828-6087,"Expired-In Renewal"
"MI NUEVO MUNDO","104-19 39 AVENUE",11368,718-476-7919,Permitted
"MI NUEVO MUNDO I","51-02 31 AVENUE",11377,718-626-1686,Permitted
"MI NUEVO MUNDO III.","104-21 39 AVENUE",11368,718-476-7919,Permitted
"MI NUEVO MUNDO IV PRESCHOOL","100-03 39 AVENUE",11368,718-476-3535,Permitted
"MI NUEVO MUNDO LL","31-05 51 STREET",11377,718-626-7394,Permitted
"MI NUEVO MUNDO V P/S","100-05 39 AVENUE",11368,718-626-7394,Permitted
"MID BRONX C C R P EARLY CHILDHOOD CENTER","1020-1022 SUMMIT AVENUE",10452,347-498-1097,Permitted
"MID BRONX C C R P EARLY CHILDHOOD CENTER","1360 OGDEN AVENUE",10452,917-962-9384,Permitted
"MID BRONX CCRP EARLY CHILDHOOD CENTER","100-120 EAST MOUNT EDEN AVENUE",10452,718-583-9664,Permitted
"MID-BRONX C C R P HEAD START","1125 GRAND CONCOURSE",10452,718-590-7014,Permitted
"MIDDLETON&#39;S EARLY LEARNING CENTER","226-02 MERRICK BOULEVARD",11413,718-949-9890,Permitted
"MIDWOOD MONTESSORI","2825 BEDFORD AVENUE",11210,718-253-3242,Permitted
"MILESTONE SCHOOL FOR CHILD DEVELOPMENT","15 HANOVER PLACE",11201,347-916-0333,Permitted
"MILLER EVANGELICAL CHRISTIAN LEARNING ACADEMY","1110 PRESIDENT STREET",11225,718-363-7160,Permitted
"MINI MIRACLES CORP","1708 FLATBUSH AVENUE",11210,718-676-5377,Permitted
"MINI WORLD PRESCHOOL","7516 AMBOY ROAD",10307,718-948-9535,Permitted
"MINIVENTURES OF N Y","433 EAST 148TH STREET",10455,917-645-5214,"Expired-In Renewal"
"MINIVENTURES OF NEW YORK","433 EAST 148TH STREET",10455,917-645-5214,Permitted
"MINIVENTURES OF NY, INC.","67-52 79 STREET",11379,718-326-4500,Permitted
"MINIVENTURES OF NY, INC.","67-52 79TH STREET",11379,718-326-4500,Permitted
"MISS D&#39; PLAYGROUP","15-26 CENTRAL AVENUE",11691,718-327-3767,Permitted
"MISS FRANCINE DAY SCHOOL I I","2169 GRAND CONCOURSE",10453,718-295-3100,Permitted
"MOMMY DAYCARE","891 AVENUE Z",11235,718-339-5777,Permitted
"MONA PREP DAY CARE CENTER INC.","241-15 NORTH CONDUIT AVENUE",11422,718-525-8555,Permitted
"MONSIGNOR BOYLE HEAD START","3044 HULL AVENUE",10467,718-405-7844,Permitted
"MONTCLARE CHILDREN&#39;S SCHOOL LLC","747 AMSTERDAM AVENUE",10025,212-865-4020,Permitted
"MONTESSORI DAY SCHOOL OF BROOKLYN","237 PARK PLACE",11238,718-398-2322,Permitted
"MONTESSORI PROGRESSIVE LEARNING CENTER","195-05 LINDEN BOULEVARD",11412,718-723-3967,Permitted
"MONTESSORI SCHOOL OF MANHATTAN","2 GOLD ST.",10038,212-742-2830,Permitted
"MONTESSORI SCHOOL OF MANHATTAN","53 BEACH STREET",10013,212-334-0400,Permitted
"MONTGOMERY ACADEMY","414 UTICA AVENUE",11213,718-493-4774,Permitted
"MORNING STAR PRESCHOOL","47-24 BELL BLVD",11361,718-229-0206,Permitted
"MORNINGSIDE DAY CARE","2967 FREDERICK DOUGLAS BLVD",10039,212-281-4142,Permitted
"MORNINGSIDE MONTESSORI SCHOOL","251 WEST 100 STREET",10025,212-316-1555,Permitted
"MORRIS L. EISENSTEIN LEARNING CENTER","613 NEW LOTS AVENUE",11207,718-385-1201,Permitted
"MOSDOTH BERESHITH","1257 EAST 18TH STREET",11230,718-233-2946,Permitted
"MOSHOLU MONTEFIORE CHILD DEVELOPMENT CENTER","3880 SEDGWICK AVENUE",10463,718-654-0563,Permitted
"MOSHOLU MONTEFIORE COMMUNITY CENTER - NORTHSIDE ANNEX","3512 DEKALB AVENUE",10467,718-405-0020,"Expired-In Renewal"
"MOST TERRIFIC CHILD","555 TOMPKINS AVENUE",10305,718-273-0334,Permitted
"MOTHER LOVE","1681 49 STREET",11204,718-853-1408,Permitted
"MOTHER&#39;S CARE DAY CARE","955 NOSTRAND AVENUE",11225,347-260-6518,Permitted
"MOVING UP CHILDREN CENTER","40-69 94 STREET",11373,718-803-9788,Permitted
"MOZARTS AND EINSTEINS","910 UNION STREET",11215,347-227-8500,Permitted
"MS. ELENA&#39;S SUNSHINE EARLY LEARNING CENTER","3075 BAISLEY AVENUE",10461,718-863-6470,Permitted
"MSGR. ANDREW LANDI EARLY CHILDHOOD DEVELOPMENT CENTER","21-20 35 AVENUE",11106,718-722-6026,Permitted
"MSKCC CHILDREN&#39;S CENTER","475 MAIN STREET",10044,212-224-0129,"Expired-In Renewal"
"MT.OLIVET CHRISTIAN SCHOOL.","33-25 97 STREET",11368,718-478-0780,Permitted
"MUNCHKIN LAND LTD","4712 AVENUE N",11234,718-338-3820,Permitted
"MUSHROOM  HOUSE","38-00 DITMARS BLVD.",11105,718-606-6161,Permitted
"MY LITTLE FOOTPRINTS DAY CARE","28-34 38 STREET",11103,718-626-2201,Permitted
"MY LITTLE LANGUAGE SCHOOL","225  WEST 99TH STREET",10025,646-389-7552,Permitted
"MY LITTLE SCHOOL","291 BROADWAY (ENTRANCE 54 READE STREET)",10007,212-566-6764,Permitted
"MY LITTLE VILLAGE","33 AVENUE A",10009,212-253-2430,Permitted
"MY SUNSHINE 11,INC.","3096 BRIGHTON 6TH STREET",11235,718-648-8786,"Expired-In Renewal"
"MYRTLE P. JARMON ECEC","116-55 GUY R. BREWER BLVD.",11434,718-528-0922,Permitted
"NASRY MICHELEN DAY CARE CENTER, INC.","510 WEST 145 STREET",10031,212-690-3290,Permitted
"NAT AZAROW CHILDREN&#39;S CENTER","232 POWELL STREET",11212,718-346-0924,Permitted
"NATIONAL ASSOCIATION OF FAMILY SERVICE","2960 WEST 27 STREET",11224,917-821-5714,Permitted
"NAYEMA UNIVERSAL CHILD CARE CENTER INC.","1107-09 NEWKIRK AVENUE",11230,718-462-3688,Permitted
"NAZARETH EARLY CHILDHOOD CENTER","475 EAST 57 STREET",11203,718-451-5213,Permitted
"NAZARETH NURSERY","214-16 WEST 15 STREET",10011,212-243-1881,Permitted
"NELRAK CHILD DEVELOPMENT CENRTER-INFANT/TODDLER","1057 FULTON STREET",11238,718-230-0011,"Expired-In Renewal"
"NELRAK CHILD DEVELOPMENT CENTER-PRESCHOOL","1057 FULTON STREET",11238,718-230-0011,Permitted
"NESHAMA PRESCHOOL","2997 OCEAN PARKWAY",11235,718-946-9833,Permitted
"NEW AGE DAY CARE CENTER","538 JAMAICA AVENUE",11208,718-277-3434,Permitted
"NEW AMSTERDAM EARLY CHILDHOOD CENTER","1 AVENUE B",10009,212-982-1400,Permitted
"NEW DEAL DAY CARE AND LEARNING CENTER, INC.","172-12 JAMAICA AVENUE",11432,718-739-2177,Permitted
"NEW DISCOVERIES DAY CARE CENTER","803 EAST 163RD STREET",10456,718-542-2100,Permitted
"NEW GENERATION ACADEMY","4701 AVENUE J",11234,718-252-0160,Permitted
"NEW GENERATIONS LEARNING CENTER, INC.","2597 BEDFORD AVENUE",11226,718-941-0404,Permitted
"NEW GRACE CENTER","650 LIVONIA AVENUE",11207,718-498-7175,Permitted
"NEW HOPE DAY CARE, INC. (I/T)","1481 NOSTRAND AVENUE",11226,718-284-5923,Permitted
"NEW HOPE DAY CARE,INC. (P.S.)","1481 NOSTRAND AVENUE",11226,718-284-5923,Permitted
"NEW LIFE CHILD DEVELOPMENT CENTER INC.","295 WOODBINE STREET",11237,718-821-3433,Permitted
"NEW LIFE CHILD DEVELOPMENT CENTER INC.","406 GROVE STREET",11237,718-381-8969,Permitted
"NEW LIFE DAY CARE CENTER, INC.","406-408 GROVE STREET",11237,718-417-4206,Permitted
"NEW LIFE HEAD START","1307 GREENE AVENUE",11237,718-366-1668,Permitted
"NEW LIFE IN CHRIST MINISTRIES","814 MARCY AVENUE",11216,718-783-3555,Permitted
"NEW MILESTONE","132-54 POPLE AVENUE",11355,718-539-2068,"Expired-In Renewal"
"NEW MILESTONE DAY CARE CENTER","158-13 72 AVENUE",11365,718-380-1978,Permitted
"NEW MILLENIUM DAY SCHOOL, INC.","172-07 JAMAICA AVENUE",11432,347-561-7169,Permitted
"NEW PRIDE DAY CARE CENTER","1636 BROADWAY",11207,718-453-0204,Permitted
"NEW WORLD EDUCATIONAL CENTER","137-37 FARMERS BOULEVARD",11434,718-528-8751,Permitted
"NEW WORLD EDUCATIONAL PROGRAM","137-37 FARMERS BLVD.",11434,718-658-3030,Permitted
"NEW YORK  KIDS CLUB","182-184 HENRY STREET",11201,718-228-0800,Permitted
"NEW YORK CENTER FOR CHILD DEVELOPMENT","159  WEST 127TH STREET",10027,212-752-7564,Permitted
"NEW YORK CENTER FOR INFANTS AND TODDLERS","2336 ANDREWS AVENUE",10468,718-561-5300,Permitted
"NEW YORK CENTER FOR INFANTS AND TODDLERS, INC.","1787 MADISON AVENUE",10035,212-289-6100,Permitted
"NEW YORK CHILD LEARNING INSTITUTE","14-02 124 STREET",11356,718-445-0752,Permitted
"NEW YORK CHILD RESOURCE CENTER INC.","348 EAST 146TH STREET",10451,718-585-0600,Permitted
"NEW YORK CHILD RESOURCE CENTER INC.","706 QUINCY STREET",11221,718-443-3440,Permitted
"NEW YORK CREATIVE CHILDCARE","5015 6TH AVENUE",11220,718-686-0388,Permitted
"NEW YORK LEAGUE FOR EARLY LEARNING CLEARVIEW SCHOOL","124-06 14TH AVENUE",11356,718-352-0104,Permitted
"NEW YORK UNITED DAY CARE","349 KEAP STREET",11211,718-302-4400,Permitted
"NEXT 2 HOME CHILD CARE","1159 FLATBUSH AVENUE",11226,347-221-0275,Permitted
"NEXT TO HOME CHILD CARE","353 OCEAN AVENUE",11226,347-484-2311,"Expired-In Renewal"
"NICHOLAS CARDELL DAY CARE CENTER","84 VERMILYEA AVENUE",10034,212-942-6757,"Expired-In Renewal"
"NIGHTINGALE DAY CARE CENTER","462 LENOX RD",11203,718-510-4428,Permitted
"NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEV. CENTER","4035 WHITE PLAINS ROAD",10466,718-231-7100,Permitted
"NOAH&#39;S ARK DAY CARE CENTER","120 VERMILYEA AVENUE",10034,212-942-4775,Permitted
"NOAH&#39;S ARK NU GENERATION, DAYCARE, INC.","4716 AVENUE N",11234,718-253-5950,Permitted
"NOAH&#39;S ARK PROGRESSIVE LEARNING CENTER II","62-48 MT. OLIVET CRESCENT",11379,347-335-0044,Permitted
"NOAH&#39;S ARK PROGRESSIVE LEARNING CENTER INC.","38-20 BELL BOULEVARD",11361,718-279-4251,Permitted
"NORTH SIDE SCHOOL","84-60 PARSONS BLVD.",11432,718-298-6161,Permitted
"NORTHERN CONVENT AVENUE EARLY CHILDHOOD PROGRAM","764 ST. NICHOLAS AVENUE",10031,212-234-1036,Permitted
"NORTHSIDE CENTER  FOR DEVELOPMENT -  HEAD START","302 EAST 111TH STREET",10029,646-351-1300,Permitted
"NORTHSIDE CENTER FOR CHILD DEVELOPMENT - ACS HEAD START","302-306 EAST 111TH STREET",10029,646-351-1300,Permitted
"NORTHSIDE CENTER FOR CHILD DEVELOPMENT - BRONX EARLY HEAD START","609 EAST 156TH STREET",10455,347-926-5400,Permitted
"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.- EARLY HEAD START","302-306 EAST 111TH STREET",10029,646-351-1300,Permitted
"NORTHSIDE CENTER FOR CHILD DEVELOPMENT-BRONX EARLY HEADSTART","609 EAST 156TH STREET",10455,347-926-5400,Permitted
"NORTHSIDE SCHOOL","16-50 UTOPIA PARKWAY",11357,718-229-5050,Permitted
"NORTHSIDE THERAPEUTIC  E C C","1301 5 AVENUE",10029,212-426-3400,Permitted
"NUESTROS NINOS C. D. SCHOOL","384 SOUTH 4 STREET",11211,718-963-1555,Permitted
"NUESTROS NINOS CDS @WILLIAMSBURG DAY CARE","243 SOUTH 2ND STREET",11211,718-218-8275,Permitted
"NUESTROS NINOS DAY CARE CENTER 111","161 SOUTH 3 STREET",11211,718-388-5000,Permitted
"NURSERY NORTH INFANT &amp; CHILD CARE CENTER ( INFANT PROGRAM )","2094  FREDRICK DOUGLAS BLVD",10026,212-222-4404,Permitted
"NURSERY NORTH INFANT &amp; CHILD DAYCARE CENTER","2094 FREDRICK DOUGLAS BLVD.",10026,212-222-4404,Permitted
"NURSERY NORTH TOO","249 WEST 144TH STREET",10030,212-926-9700,Permitted
"NURSERY NORTH TOO","249 WEST 144TH STREET",10030,212-926-9700,Permitted
"NURSERY SCHOOL AT HABONIM","44 WEST 66 STREET",10023,212-787-5347,Permitted
"NY CITY EXPLORERS","110 SCHERMERHORN ST.",11201,718-797-3707,Permitted
"OAKDALE ACADEMY INFANT TODDLER PROGRAM","366 OAKDALE STREET",10312,718-948-4220,Permitted
"OAKDALE ACADEMY PRESCHOOL","366 OAKDALE STREET",10312,718-948-4220,Permitted
